uniform_avg uniform_std normal_avg normal_std
      5.1772e+00      0.0000e+00      4.8765e+00      0.0000e+00
      5.1024e+00      7.4797e-02      5.2264e+00      3.4991e-01
      4.9995e+00      1.1167e-01      5.2653e+00      2.0574e-01
      4.9872e+00      7.9906e-02      5.1044e+00      2.1691e-01
      4.9714e+00      6.3870e-02      5.1301e+00      1.6997e-01
      4.9280e+00      6.7844e-02      5.2277e+00      1.6969e-01
      4.9206e+00      5.7826e-02      5.1859e+00      1.4938e-01
      4.9429e+00      5.4834e-02      5.1842e+00      1.2938e-01
      4.8935e+00      6.9147e-02      5.1735e+00      1.1460e-01
      4.8569e+00      7.1864e-02      5.1322e+00      1.1054e-01
      4.8759e+00      6.7740e-02      5.1528e+00      1.0209e-01
      4.8667e+00      6.2521e-02      5.1379e+00      9.4384e-02
      4.8825e+00      5.9631e-02      5.0951e+00      9.6760e-02
      4.8659e+00      5.7638e-02      5.1393e+00      9.9885e-02
      4.8711e+00      5.3904e-02      5.1367e+00      9.3024e-02
      4.8738e+00      5.0497e-02      5.1384e+00      8.7031e-02
      4.8814e+00      4.8047e-02      5.1418e+00      8.1821e-02
      4.9017e+00      4.9610e-02      5.1310e+00      7.7885e-02
      4.9115e+00      4.7934e-02      5.0908e+00      8.3918e-02
      4.9171e+00      4.5821e-02      5.1029e+00      8.0517e-02
      4.9223e+00      4.3891e-02      5.1186e+00      7.8190e-02
      4.9392e+00      4.5164e-02      5.1165e+00      7.4581e-02
      4.9466e+00      4.3774e-02      5.1205e+00      7.1376e-02
      4.9489e+00      4.1972e-02      5.1054e+00      6.9989e-02
      4.9453e+00      4.0417e-02      5.0706e+00      7.5609e-02
      4.9283e+00      4.2368e-02      5.0678e+00      7.2696e-02
      4.9171e+00      4.2284e-02      5.0686e+00      6.9956e-02
      4.9246e+00      4.1422e-02      5.0642e+00      6.7554e-02
      4.9311e+00      4.0492e-02      5.0583e+00      6.5453e-02
      4.9198e+00      4.0719e-02      5.0617e+00      6.3323e-02
      4.9332e+00      4.1629e-02      5.0525e+00      6.1929e-02
      4.9234e+00      4.1483e-02      5.0637e+00      6.0995e-02
      4.9141e+00      4.1279e-02      5.0570e+00      5.9492e-02
      4.9154e+00      4.0069e-02      5.0670e+00      5.8570e-02
      4.8940e+00      4.4436e-02      5.0560e+00      5.7920e-02
      4.8939e+00      4.3184e-02      5.0752e+00      5.9455e-02
      4.8853e+00      4.2877e-02      5.0799e+00      5.8021e-02
      4.8968e+00      4.3298e-02      5.0775e+00      5.6526e-02
      4.8997e+00      4.2274e-02      5.0782e+00      5.5063e-02
      4.9038e+00      4.1409e-02      5.0792e+00      5.3679e-02
      4.9046e+00      4.0393e-02      5.0655e+00      5.4130e-02
      4.9012e+00      3.9563e-02      5.0749e+00      5.3655e-02
      4.8937e+00      3.9356e-02      5.0631e+00      5.3700e-02
      4.8971e+00      3.8603e-02      5.0657e+00      5.2527e-02
      4.9033e+00      3.8229e-02      5.0574e+00      5.2012e-02
      4.9053e+00      3.7442e-02      5.0588e+00      5.0888e-02
      4.8982e+00      3.7306e-02      5.0597e+00      4.9803e-02
      4.9050e+00      3.7140e-02      5.0499e+00      4.9742e-02
      4.9126e+00      3.7157e-02      5.0545e+00      4.8933e-02
      4.9222e+00      3.7660e-02      5.0443e+00      4.9019e-02
      4.9348e+00      3.8991e-02      5.0437e+00      4.8052e-02
      4.9318e+00      3.8352e-02      5.0349e+00      4.7932e-02
      4.9395e+00      3.8404e-02      5.0371e+00      4.7073e-02
      4.9455e+00      3.8169e-02      5.0389e+00      4.6229e-02
      4.9452e+00      3.7470e-02      5.0361e+00      4.5467e-02
      4.9420e+00      3.6939e-02      5.0358e+00      4.4649e-02
      4.9442e+00      3.6355e-02      5.0349e+00      4.3868e-02
      4.9462e+00      3.5779e-02      5.0409e+00      4.3523e-02
      4.9383e+00      3.6049e-02      5.0340e+00      4.3334e-02
      4.9391e+00      3.5453e-02      5.0420e+00      4.3365e-02
      4.9405e+00      3.4894e-02      5.0405e+00      4.2675e-02
      4.9485e+00      3.5252e-02      5.0417e+00      4.1999e-02
      4.9532e+00      3.5001e-02      5.0359e+00      4.1734e-02
      4.9499e+00      3.4606e-02      5.0382e+00      4.1142e-02
      4.9449e+00      3.4430e-02      5.0417e+00      4.0654e-02
      4.9504e+00      3.4343e-02      5.0357e+00      4.0491e-02
      4.9490e+00      3.3854e-02      5.0389e+00      4.0011e-02
      4.9502e+00      3.3371e-02      5.0339e+00      3.9727e-02
      4.9566e+00      3.3513e-02      5.0359e+00      3.9197e-02
      4.9538e+00      3.3152e-02      5.0301e+00      3.9059e-02
      4.9569e+00      3.2834e-02      5.0257e+00      3.8763e-02
      4.9573e+00      3.2377e-02      5.0264e+00      3.8227e-02
      4.9581e+00      3.1939e-02      5.0336e+00      3.8386e-02
      4.9535e+00      3.1841e-02      5.0370e+00      3.8018e-02
      4.9596e+00      3.2007e-02      5.0291e+00      3.8342e-02
      4.9612e+00      3.1625e-02      5.0276e+00      3.7862e-02
      4.9639e+00      3.1328e-02      5.0359e+00      3.8267e-02
      4.9610e+00      3.1059e-02      5.0301e+00      3.8208e-02
      4.9708e+00      3.2179e-02      5.0248e+00      3.8094e-02
      4.9763e+00      3.2250e-02      5.0245e+00      3.7617e-02
      4.9745e+00      3.1900e-02      5.0235e+00      3.7163e-02
      4.9704e+00      3.1774e-02      5.0276e+00      3.6939e-02
      4.9723e+00      3.1445e-02      5.0295e+00      3.6540e-02
      4.9757e+00      3.1259e-02      5.0231e+00      3.6662e-02
      4.9856e+00      3.2436e-02      5.0262e+00      3.6366e-02
      4.9854e+00      3.2058e-02      5.0237e+00      3.6029e-02
      4.9830e+00      3.1778e-02      5.0275e+00      3.5810e-02
      4.9870e+00      3.1666e-02      5.0187e+00      3.6475e-02
      4.9803e+00      3.2006e-02      5.0324e+00      3.8573e-02
      4.9828e+00      3.1745e-02      5.0276e+00      3.8443e-02
      4.9914e+00      3.2542e-02      5.0258e+00      3.8059e-02
      4.9887e+00      3.2293e-02      5.0228e+00      3.7767e-02
      4.9941e+00      3.2388e-02      5.0194e+00      3.7507e-02
      4.9936e+00      3.2045e-02      5.0211e+00      3.7141e-02
      4.9912e+00      3.1797e-02      5.0196e+00      3.6775e-02
      4.9961e+00      3.1839e-02      5.0124e+00      3.7103e-02
