      1.4420e+00      0.0000e+00
      1.5000e+00      5.8041e-02
      1.4684e+00      4.6084e-02
      1.4672e+00      3.2608e-02
      1.4372e+00      3.9254e-02
      1.4598e+00      3.9246e-02
      1.4665e+00      3.3844e-02
      1.4846e+00      3.4403e-02
      1.4666e+00      3.5270e-02
      1.4628e+00      3.1765e-02
      1.4867e+00      3.7344e-02
      1.4880e+00      3.4114e-02
      1.4981e+00      3.2982e-02
      1.4874e+00      3.2368e-02
      1.4821e+00      3.0602e-02
      1.4704e+00      3.0903e-02
      1.4742e+00      2.9273e-02
      1.4743e+00      2.7599e-02
      1.4787e+00      2.6474e-02
      1.4810e+00      2.5221e-02
      1.4930e+00      2.6827e-02
      1.4845e+00      2.6960e-02
      1.5054e+00      3.3175e-02
      1.4999e+00      3.2238e-02
      1.4999e+00      3.0922e-02
      1.5000e+00      2.9709e-02
      1.5051e+00      2.9038e-02
      1.5052e+00      2.7982e-02
      1.4990e+00      2.7715e-02
      1.4960e+00      2.6946e-02
      1.4928e+00      2.6257e-02
      1.4937e+00      2.5439e-02
      1.4961e+00      2.4775e-02
      1.4932e+00      2.4208e-02
      1.4905e+00      2.3664e-02
      1.4870e+00      2.3252e-02
      1.4891e+00      2.2710e-02
      1.4900e+00      2.2123e-02
      1.4926e+00      2.1696e-02
      1.4921e+00      2.1151e-02
      1.4912e+00      2.0652e-02
      1.4903e+00      2.0172e-02
      1.4920e+00      1.9771e-02
      1.4872e+00      1.9919e-02
      1.4832e+00      1.9862e-02
      1.4854e+00      1.9546e-02
      1.4864e+00      1.9154e-02
      1.4897e+00      1.9037e-02
      1.4901e+00      1.8647e-02
      1.4869e+00      1.8534e-02
      1.4849e+00      1.8280e-02
      1.4868e+00      1.8019e-02
      1.4890e+00      1.7813e-02
      1.4915e+00      1.7666e-02
      1.4934e+00      1.7439e-02
      1.4963e+00      1.7374e-02
      1.4970e+00      1.7081e-02
      1.4962e+00      1.6802e-02
      1.4955e+00      1.6532e-02
      1.4957e+00      1.6255e-02
      1.4945e+00      1.6034e-02
      1.4932e+00      1.5823e-02
      1.4950e+00      1.5672e-02
      1.4938e+00      1.5469e-02
      1.4962e+00      1.5416e-02
      1.4944e+00      1.5287e-02
      1.4955e+00      1.5097e-02
      1.4956e+00      1.4874e-02
      1.4992e+00      1.5081e-02
      1.4945e+00      1.5578e-02
      1.4931e+00      1.5419e-02
      1.4895e+00      1.5621e-02
      1.4916e+00      1.5543e-02
      1.4923e+00      1.5349e-02
      1.4930e+00      1.5156e-02
      1.4933e+00      1.4959e-02
      1.4914e+00      1.4885e-02
      1.4952e+00      1.5160e-02
      1.4943e+00      1.4992e-02
      1.4966e+00      1.4980e-02
      1.4984e+00      1.4907e-02
      1.4989e+00      1.4733e-02
      1.4975e+00      1.4622e-02
      1.4986e+00      1.4485e-02
      1.5005e+00      1.4439e-02
      1.5010e+00      1.4278e-02
      1.4997e+00      1.4166e-02
      1.4997e+00      1.4004e-02
      1.4968e+00      1.4162e-02
      1.4980e+00      1.4057e-02
      1.4998e+00      1.4018e-02
      1.5004e+00      1.3880e-02
      1.4993e+00      1.3778e-02
      1.4979e+00      1.3704e-02
      1.4979e+00      1.3559e-02
      1.4978e+00      1.3417e-02
      1.4963e+00      1.3368e-02
      1.4957e+00      1.3243e-02
      1.4984e+00      1.3381e-02
      1.4986e+00      1.3248e-02

