      5.0000e-01      6.0018e+00      2.9865e-02
      5.3000e-01      2.0012e+00      1.0039e-01
      5.6000e-01     -5.9952e+00      2.0347e-01
      5.9000e-01     -1.9950e+00      1.5798e-01
      6.2000e-01      1.0005e+01      1.7880e-01
      6.5000e-01      6.0064e+00      1.5511e-01
      6.8000e-01     -1.9874e+00      1.3991e-01
      7.1000e-01     -9.9796e+00      1.5749e-01
      7.4000e-01      6.0132e+00      1.4581e-01
      7.7000e-01     -9.9714e+00      1.5086e-01
      8.0000e-01     -1.9762e+00      1.3768e-01
      8.3000e-01      2.0258e+00      1.2682e-01
      8.6000e-01     -9.9534e+00      1.2813e-01
      8.9000e-01     -1.9554e+00      1.1912e-01
      9.2000e-01     -9.9268e+00      1.1863e-01
      9.5000e-01     -1.9444e+00      1.1123e-01
      9.8000e-01      6.0526e+00      1.0902e-01
      1.0100e+00     -1.3882e+01      1.1404e-01
      1.0400e+00     -9.8816e+00      1.1198e-01
      1.0700e+00      1.0055e+01      1.1443e-01
      1.1000e+00     -5.8804e+00      1.0990e-01
      1.1300e+00      2.1026e+00      1.0560e-01
      1.1600e+00     -5.8530e+00      1.0182e-01
      1.1900e+00      6.0930e+00      1.0017e-01
      1.2200e+00      1.8065e+01      1.1033e-01
      1.2500e+00     -1.8434e+00      1.0613e-01
      1.2800e+00     -5.8042e+00      1.0303e-01
      1.3100e+00      2.1536e+00      9.9644e-02
      1.3400e+00     -9.7244e+00      9.8557e-02
      1.3700e+00      1.0134e+01      9.8763e-02
      1.4000e+00      2.1724e+00      9.5798e-02
      1.4300e+00     -1.7732e+00      9.2838e-02
      1.4600e+00      6.1792e+00      9.1180e-02
      1.4900e+00     -1.7350e+00      8.8536e-02
      1.5200e+00     -1.7252e+00      8.6042e-02
      1.5500e+00     -1.7160e+00      8.3683e-02
      1.5800e+00      2.2726e+00      8.1598e-02
      1.6100e+00     -5.6504e+00      8.0012e-02
      1.6400e+00      1.0190e+01      8.0324e-02
      1.6700e+00     -1.6794e+00      7.8351e-02
      1.7000e+00     -9.5510e+00      7.8019e-02
      1.7300e+00     -5.5944e+00      7.6611e-02
      1.7600e+00      1.0236e+01      7.6916e-02
      1.7900e+00      1.0248e+01      7.7073e-02
      1.8200e+00     -1.3384e+01      7.8082e-02
      1.8500e+00     -9.4660e+00      7.7586e-02
      1.8800e+00     -5.5022e+00      7.6269e-02
      1.9100e+00     -5.5016e+00      7.4992e-02
      1.9400e+00     -1.5718e+00      7.3468e-02
      1.9700e+00     -9.4234e+00      7.2975e-02
