      5.0000e-01      4.4445e+01      2.4272e-01
      5.3000e-01      4.6093e+01      1.2853e-01
      5.6000e-01      3.8782e+01      2.4866e-01
      5.9000e-01      3.8736e+01      1.9635e-01
      6.2000e-01      3.0200e+01      2.0267e-01
      6.5000e-01      2.4612e+01      2.2485e-01
      6.8000e-01      2.5067e+01      2.2857e-01
      7.1000e-01      1.9549e+01      2.3535e-01
      7.4000e-01      1.5363e+01      2.4065e-01
      7.7000e-01      1.6509e+01      2.4194e-01
      8.0000e-01      1.5575e+01      2.3635e-01
      8.3000e-01      1.1623e+01      2.3636e-01
      8.6000e-01      1.2902e+01      2.3074e-01
      8.9000e-01      9.8384e+00      2.2795e-01
      9.2000e-01      8.3368e+00      2.2550e-01
      9.5000e-01      8.5600e+00      2.2208e-01
      9.8000e-01      8.7343e+00      2.1622e-01
      1.0100e+00      7.4595e+00      2.1225e-01
      1.0400e+00      6.0796e+00      2.0869e-01
      1.0700e+00      4.8764e+00      2.0554e-01
      1.1000e+00      5.6257e+00      2.0143e-01
      1.1300e+00      5.7762e+00      1.9646e-01
      1.1600e+00      5.2345e+00      1.9206e-01
      1.1900e+00      4.0960e+00      1.8859e-01
      1.2200e+00      4.2489e+00      1.8456e-01
      1.2500e+00      3.7718e+00      1.8067e-01
      1.2800e+00      3.6389e+00      1.7699e-01
      1.3100e+00      3.5125e+00      1.7321e-01
      1.3400e+00      3.0425e+00      1.6988e-01
      1.3700e+00      2.8985e+00      1.6657e-01
      1.4000e+00      2.8462e+00      1.6341e-01
      1.4300e+00      2.5618e+00      1.6028e-01
      1.4600e+00      3.1971e+00      1.5711e-01
      1.4900e+00      2.7569e+00      1.5396e-01
      1.5200e+00      2.4854e+00      1.5119e-01
      1.5500e+00      2.5083e+00      1.4834e-01
      1.5800e+00      2.2749e+00      1.4558e-01
      1.6100e+00      2.0027e+00      1.4298e-01
      1.6400e+00      1.8910e+00      1.4048e-01
      1.6700e+00      1.9208e+00      1.3804e-01
      1.7000e+00      1.7253e+00      1.3572e-01
      1.7300e+00      1.7496e+00      1.3354e-01
      1.7600e+00      1.6990e+00      1.3128e-01
      1.7900e+00      1.5427e+00      1.2915e-01
      1.8200e+00      1.9951e+00      1.2697e-01
      1.8500e+00      1.7391e+00      1.2491e-01
      1.8800e+00      1.6445e+00      1.2289e-01
      1.9100e+00      1.5247e+00      1.2095e-01
      1.9400e+00      1.7107e+00      1.1905e-01
      1.9700e+00      1.3051e+00      1.1725e-01
