1 12 23 15 8 11 17 20 4 26 24 13 2 1 28 18 21 9 3 22 29 6 25 0 10 19 27 5 14 7 16
2 0 10 28 26 23 17 11 14 13 9 22 3 21 20 18 16 29 19 4 24 12 2 15 6 25 5 27 8 7 1
3 28 1 6 29 18 7 9 23 10 26 20 21 16 24 2 12 15 3 0 17 11 13 25 14 22 8 27 5 4 19
4 2 11 21 6 24 12 16 4 5 26 27 25 10 9 7 22 19 8 14 1 20 13 23 28 18 3 29 0 17 15
5 2 11 21 6 24 12 16 4 5 26 27 25 10 9 7 22 19 8 14 1 20 13 23 28 18 3 29 0 17 15
6 14 15 4 11 17 0 25 16 7 19 21 13 5 24 29 6 3 22 2 26 18 28 12 23 9 27 8 10 20 1
7 0 17 21 22 16 20 4 26 24 13 2 12 23 15 1 11 9 5 25 14 19 6 29 3 8 18 28 7 10 27
8 11 0 10 28 26 23 17 14 13 8 7 1 3 6 21 19 16 15 4 12 2 20 27 5 9 25 24 18 29 22
9 18 28 7 9 23 10 17 13 16 5 24 21 29 6 3 25 1 19 22 0 14 11 26 27 12 4 15 8 2 20
10 16 20 17 13 5 24 12 25 9 23 4 28 18 2 1 8 7 10 27 11 14 0 29 6 19 22 21 3 26 15
11 16 20 17 13 5 24 12 25 9 23 4 28 18 2 1 8 7 10 27 11 14 0 29 6 19 22 21 3 26 15
12 14 19 25 23 4 28 26 18 7 9 10 17 13 16 5 24 21 29 6 3 1 22 0 11 27 12 20 15 2 8
13 18 28 16 20 4 26 1 6 22 8 7 9 23 10 17 3 21 29 15 11 14 25 0 19 2 13 12 24 27 5
14 16 20 4 26 18 28 7 9 23 10 17 0 11 14 13 5 24 21 29 6 3 22 2 15 25 12 19 1 8 27
15 16 20 4 26 18 28 7 9 23 10 17 0 11 14 13 5 24 21 29 6 3 22 2 15 25 12 19 1 8 27
16 16 20 4 26 28 18 1 6 29 7 9 23 10 17 0 11 14 13 22 3 21 25 15 5 2 27 24 12 8 19
17 16 20 4 26 28 18 1 6 29 7 9 23 10 17 0 11 14 13 22 3 21 25 15 5 2 12 24 27 19 8
18 16 20 4 26 28 18 7 9 23 10 17 13 5 24 15 19 22 3 21 14 11 0 29 6 1 25 8 27 12 2
19 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 11 14 13 22 3 19 25 21 29 6 2 15 1 8
20 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 14 15 13 21 29 6 3 22 1 2 19 11 25 8
21 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 14 15 13 21 29 6 3 22 1 2 19 11 25 8
22 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 14 15 13 21 29 6 3 22 1 2 19 11 25 8
23 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 11 14 13 21 29 6 3 22 1 2 15 8 25 19
24 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 11 14 13 21 29 6 3 22 1 2 15 8 25 19
25 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 11 14 13 21 29 6 3 22 1 2 15 8 25 19
26 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 11 14 13 21 29 6 3 22 1 2 15 8 25 19
27 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 11 14 13 21 29 6 3 22 19 25 8 2 15 1
28 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 11 14 13 21 29 6 3 22 1 19 25 8 2 15
29 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 11 14 13 21 29 6 3 22 1 19 25 8 2 15
30 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 11 14 13 21 29 6 3 22 1 19 25 8 15 2
31 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 14 11 19 21 29 6 3 22 1 15 13 2 25 8
32 16 20 4 26 28 18 13 7 9 24 12 5 27 23 10 17 0 11 14 21 29 6 3 22 1 19 25 8 15 2
33 16 20 4 26 28 18 7 9 23 10 24 12 5 27 17 0 11 14 19 21 29 6 3 22 1 13 15 2 8 25
34 16 20 4 26 28 18 7 9 23 10 24 12 5 27 17 0 11 14 19 21 29 6 3 22 1 13 15 2 8 25
35 2 8 25 16 20 4 26 28 18 13 7 9 23 24 12 5 27 10 17 0 14 11 19 21 29 6 3 22 1 15
36 2 8 25 16 20 4 26 28 18 13 7 9 23 24 12 5 27 10 17 0 14 11 19 21 29 6 3 22 1 15
37 7 9 24 12 5 27 23 10 17 0 11 14 13 16 20 4 26 28 18 19 21 29 6 3 22 1 15 2 8 25
38 16 20 4 26 28 18 7 9 24 12 5 27 23 10 17 0 14 11 19 21 29 6 3 22 1 13 25 8 2 15
39 16 20 4 26 28 18 7 9 23 24 12 5 27 10 17 0 11 14 19 21 29 6 3 22 1 13 8 25 2 15
40 16 20 4 26 28 18 7 9 23 24 12 5 27 10 17 0 11 14 19 21 29 6 3 22 1 13 8 25 2 15
41 16 20 4 26 28 18 7 9 23 24 12 5 27 10 17 0 11 14 19 21 29 6 3 22 1 13 8 25 2 15
42 16 20 4 26 28 18 13 7 9 23 24 12 5 27 10 17 0 14 11 19 29 6 3 22 21 1 2 15 8 25
43 7 9 24 16 20 4 26 28 18 12 5 27 23 10 17 0 14 11 19 21 29 6 3 22 1 13 15 2 8 25
44 7 9 24 16 20 4 26 28 18 12 5 27 23 10 17 0 14 11 19 21 29 6 3 22 1 13 15 2 8 25
45 7 9 16 20 4 26 28 18 24 12 5 27 23 10 17 0 11 14 19 21 29 6 3 22 1 13 15 2 8 25
46 7 9 16 20 4 26 28 18 24 12 5 27 23 10 17 0 11 14 19 21 29 6 3 22 1 13 15 2 8 25
47 16 20 4 26 28 18 13 15 2 8 25 7 9 24 12 5 27 23 10 17 0 11 14 19 21 29 6 3 22 1
48 16 20 4 26 28 18 13 15 2 8 25 7 9 24 12 5 27 23 10 17 0 11 14 19 21 29 6 3 22 1
49 16 20 4 26 28 18 13 15 2 8 25 7 9 23 24 12 5 27 10 17 0 14 11 19 21 22 29 6 3 1
50 16 20 4 26 28 18 13 15 2 8 25 7 9 24 12 5 27 23 10 17 0 11 14 19 29 6 3 22 21 1
51 16 20 4 26 28 18 13 15 2 8 25 7 9 24 12 5 27 23 10 17 0 11 14 19 29 6 3 22 21 1
52 16 20 4 26 28 18 13 15 2 8 7 9 24 12 5 27 23 10 25 17 0 14 11 19 21 29 6 3 22 1
53 16 20 4 26 28 18 13 15 2 8 7 9 24 12 5 27 23 10 25 17 0 11 14 19 21 29 6 3 22 1
54 16 20 4 26 28 18 13 15 2 8 7 9 23 10 24 12 5 27 25 17 0 11 14 19 21 22 29 6 3 1
55 16 20 4 26 28 18 13 15 2 8 7 9 23 24 12 5 27 10 25 17 0 11 14 19 21 29 6 3 22 1
56 16 20 4 26 28 18 13 15 2 8 7 9 23 24 12 5 27 10 25 17 0 11 14 19 29 6 3 22 21 1
57 16 20 4 26 28 18 13 15 2 8 7 9 23 24 12 5 27 10 25 17 0 11 14 19 29 6 3 22 21 1
58 1 16 20 24 12 5 27 4 26 28 18 13 15 2 8 25 7 9 23 10 17 0 11 14 19 29 6 3 22 21
59 16 20 4 26 28 18 24 12 5 13 15 2 8 7 9 23 27 10 25 17 0 11 14 19 21 29 6 3 22 1
60 16 20 4 26 28 18 13 15 2 24 12 5 27 23 10 8 7 9 25 17 0 14 11 19 21 29 6 3 22 1
61 1 16 20 24 4 26 28 18 13 15 2 8 7 9 23 12 5 27 10 25 17 0 11 14 19 21 29 6 3 22
62 16 20 4 26 28 18 13 15 2 8 7 9 23 24 12 5 27 10 25 17 0 11 14 19 29 6 3 22 21 1
63 16 20 4 26 28 18 13 15 2 24 12 5 27 23 10 8 7 9 25 17 0 11 14 19 29 6 3 22 21 1
64 20 16 4 26 28 18 13 15 2 8 7 9 23 24 12 5 27 10 25 17 0 11 14 19 29 6 3 22 21 1
65 20 16 4 26 28 18 13 15 2 8 7 9 23 24 12 5 27 10 25 17 0 11 14 19 29 6 3 22 21 1
66 26 28 18 13 15 2 8 7 9 23 24 12 5 27 10 25 17 0 11 14 19 29 6 3 22 21 1 20 16 4
67 26 28 18 13 15 2 8 7 9 23 24 12 5 27 10 25 17 0 11 14 19 29 6 3 22 21 1 20 16 4
68 20 16 4 26 28 18 13 15 2 24 12 5 27 23 10 8 7 9 25 17 0 14 11 19 29 6 3 22 21 1
69 20 16 4 26 28 18 13 15 2 24 12 5 27 23 10 8 7 9 25 17 0 11 14 19 29 6 3 22 21 1
70 20 16 4 26 28 18 24 12 13 15 2 8 5 27 23 10 7 9 25 17 0 11 14 19 29 6 3 22 21 1
71 20 16 4 26 28 18 24 12 5 27 23 10 13 15 2 8 7 9 25 17 0 11 14 19 29 6 3 22 21 1
72 20 16 4 26 28 18 24 12 13 15 2 8 7 5 27 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
73 20 16 4 26 28 18 24 12 13 15 2 8 7 5 27 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
74 20 16 4 26 28 18 24 12 13 15 2 8 7 5 27 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
75 20 18 28 26 4 16 13 15 2 24 12 5 27 23 10 8 7 9 25 17 0 11 14 19 29 6 3 22 21 1
76 9 25 17 0 14 11 19 29 6 3 22 21 1 20 16 4 26 28 18 24 12 5 27 13 15 2 8 7 23 10
77 20 16 4 26 28 18 24 12 5 27 13 15 2 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
78 20 16 4 26 28 18 24 12 5 27 13 15 2 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
79 20 16 4 26 28 18 24 12 5 27 13 15 2 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
80 20 16 4 26 28 18 24 12 5 27 13 15 2 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
81 20 16 4 26 28 18 24 12 5 27 13 15 2 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
82 20 16 4 26 28 18 24 12 5 27 13 15 2 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
83 20 16 4 26 28 18 24 12 5 27 13 2 15 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
84 20 16 4 26 28 18 24 12 5 27 13 15 2 8 7 23 10 9 25 17 0 11 14 19 6 29 3 22 21 1
85 20 16 4 26 28 18 24 12 5 27 13 15 2 8 7 23 10 9 25 17 0 11 14 19 6 29 3 22 21 1
86 17 0 11 14 19 29 6 3 22 21 1 20 16 4 26 28 18 24 12 5 27 13 2 15 8 7 23 10 9 25
87 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
88 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
89 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
90 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 29 6 3 22 21 1
91 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 6 29 3 22 21 1
92 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 6 29 3 22 21 1
93 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 6 29 3 22 21 1
94 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 6 29 3 22 21 1
95 1 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 6 29 3 22 21
96 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 6 29 3 22 21 1
97 10 9 25 17 0 11 14 19 6 29 3 22 21 1 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23
98 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 6 29 3 22 21 1
99 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17 0 11 14 19 6 29 3 22 21 1
100 25 17 0 11 14 19 6 29 3 22 21 1 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9
101 0 11 14 19 6 29 3 22 21 1 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9 25 17
102 25 17 0 11 14 19 6 29 3 22 21 1 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9
103 25 17 0 11 14 19 6 29 3 22 21 1 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9
104 9 25 17 0 11 14 19 6 29 3 22 21 1 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10
105 25 17 0 11 14 19 6 29 3 22 21 1 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9
106 9 25 17 0 11 14 19 6 29 3 22 21 1 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10
107 25 17 0 11 14 19 6 29 3 22 21 1 20 16 4 26 28 18 24 12 5 27 15 2 13 8 7 23 10 9
