0.064633 0.129266 0.193899 0.258532 0.323165 0.387798 0.452431 0.517064 0.581697 0.64633 0.710963 0.775596 0.84023 0.904863 0.969496 1.03413 1.09876 1.16339 1.22803 1.29266 1.35729 1.42193 1.48656 1.55119 1.61583 1.68046 1.74509 1.80973 1.87436 1.93899 2.00362 2.06826 2.13289 2.19752 2.26216 2.32679 2.39142 2.45606 2.52069 2.58532 2.64995 2.71459 2.77922 2.84385 2.90849 2.97312 3.03775 3.10239 3.16702 3.23165 3.29629 3.36092 3.42555 3.49018 3.55482 3.61945 3.68408 3.74872 3.81335 3.87798 3.94262 4.00725 4.07188 4.13651 4.20115 4.26578 4.33041 4.39505 4.45968 4.52431 4.58895 4.65358 4.71821 4.78285 4.84748 4.91211 4.97674 5.04138 5.10601 5.17064 5.23528 5.29991 5.36454 5.42918 5.49381 5.55844 5.62307 5.68771 5.75234 5.81697 5.88161 5.94624 6.01087 6.07551 6.14014 6.20477 6.2694 6.33404 6.39867 6.4633 
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0648731  0.539364  0.851767  1.22493  0.61781  0.627836  0.827788  1.80031  1.10489  1.71694  0.670505  0.965149  0.592556  0.829884  0.772674  1.05042  1.81868  0.921276  0.749203  0.73554  0.687789  1.04476  1.23921  0.92659  0.74561  0.90947  0.836001  0.827888  1.13309  1.04194  0.954298  1.16656  1.08853  0.876874  1.00351  1.24459  0.971074  1.1035  0.933152  1.21799  0.840656  0.910305  1.03224  1.00903  1.31572  1.01364  0.700825  0.694454  0.876753  0.891655  1.11512  0.995465  1.083  1.04216  1.03813  1.00423  1.06792  0.94884  0.970871  0.914323  0.960007  1.21361  1.05036  0.964364  0.957665  0.907818  0.992789  0.978847  1.05249  0.995143  1.01568  0.976196  0.861663  0.97218  0.994758  0.900258  0.942947  1.03735  1.00467  0.970813  0.919817  1.00912  0.975129  0.991113  0.921869  1.05917  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0324365  0.837434  0.651351  0.801772  0.747351  0.9866  0.884597  1.62323  1.13184  1.21668  1.09099  0.881223  0.636269  0.843414  0.835663  0.897558  1.55468  0.962527  0.939733  0.796328  0.991563  1.08535  1.07023  0.967826  0.669668  0.920402  0.99821  0.86552  1.01601  1.01129  0.811326  1.22752  1.027  0.972121  1.02526  1.23484  1.0326  1.1035  0.986369  1.00824  1.00373  0.959031  0.932865  0.996651  1.22402  0.989553  0.812659  0.75939  0.889851  0.965255  1.12496  0.942988  1.06757  0.984516  0.89128  0.985873  1.1187  0.943502  0.988393  0.98315  1.04728  1.12325  0.997318  0.9212  0.989772  0.949916  0.961731  0.99939  1.04096  1.00884  0.967907  0.982729  0.892665  0.944556  1.00826  0.908349  0.965855  1.04142  0.948062  0.941158  1.02601  1.03044  0.993445  0.916116  0.966169  1.01438  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0324365  0.832703  0.835066  0.853739  0.883535  0.855053  0.881891  1.34777  1.26658  1.17757  1.00386  0.846254  0.709124  0.82387  0.943446  0.770829  1.48134  0.95336  1.02477  1.04151  1.07372  1.04295  0.957572  0.897483  0.843797  0.928418  0.9788  0.895228  0.982015  0.949403  0.809603  1.10394  1.12008  1.00085  1.03154  1.24366  1.0763  1.09149  0.979355  1.00824  0.993781  0.947219  0.929659  0.995275  1.1682  0.98602  0.877896  0.830339  0.884903  0.952001  1.08069  0.967371  0.98375  0.999739  0.891765  1.00235  1.12374  0.93505  0.927605  0.980835  1.05793  1.12146  1.01383  0.930666  0.96726  0.953514  0.984367  1.01925  1.02042  0.992534  0.969181  0.98024  0.929441  0.967724  0.98779  0.890605  0.949611  1.04604  0.966667  0.920608  0.989083  1.02059  1.02128  0.955469  0.986093  1.02747  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0892005  0.979372  0.845504  0.868586  0.792192  0.9866  0.93329  1.28752  1.31374  1.06228  0.880748  0.831392  0.696981  0.791547  0.997337  0.819169  1.48868  1.01409  1.04792  1.12003  1.03885  1.05423  0.925567  0.918101  0.934314  0.893074  0.925424  0.895228  1.02639  0.91305  0.844916  1.09653  1.09405  1.06737  0.980303  1.16454  1.11286  1.10543  1.00803  0.988573  1.00086  0.983395  0.895999  0.98427  1.14877  0.973654  0.924027  0.882949  0.856231  0.903922  1.06429  0.994272  0.961895  0.967671  0.930901  1.03001  1.08404  0.935161  0.947832  0.945895  1.08293  1.12804  0.978374  0.950449  0.936076  0.925359  1.02858  1.00453  1.04096  0.996855  0.977701  0.982262  0.911357  0.977081  1.00042  0.898555  0.954609  1.01453  0.965604  0.912088  0.967947  1.00744  0.996375  1.00995  1.02295  1.06141  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0778477  0.908403  0.992058  0.877495  0.912765  1.09423  1.00633  1.25431  1.18304  0.970876  0.922797  0.801493  0.65084  0.781173  0.985999  0.852876  1.46228  1.06016  1.15997  1.2182  1.01907  1.04367  0.865399  0.902334  0.955485  0.891981  0.894229  0.90632  1.0704  0.979208  0.883329  1.05715  1.10304  1.08491  0.980303  1.07976  1.03581  1.03919  1.01285  1.04351  1.06943  0.978522  0.895465  0.976016  1.12674  0.9751  0.931949  0.88818  0.873609  0.906882  1.02395  1.02154  0.947547  0.945435  0.927629  1.00847  1.11541  0.987007  0.942316  0.98555  1.04728  1.12409  0.96386  0.932786  0.924894  0.924657  1.01679  1.00021  1.0567  0.991425  1.00766  0.966117  0.889382  0.965942  1.00068  0.927002  0.975934  0.984218  0.967677  0.935383  0.952515  0.989523  1.00839  1.02427  1.01835  1.06634  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.145964  0.908403  1.12734  0.872298  0.956609  1.17495  1.08749  1.2371  1.08244  0.922291  0.871278  0.751837  0.686458  0.81485  0.956044  0.889719  1.41779  1.17337  1.18947  1.21779  1.03837  1.02942  0.896123  0.892631  0.945053  0.870847  0.905321  0.914374  1.06889  1.01971  0.914105  1.10779  1.09116  1.04822  0.992871  1.01906  0.980437  1.01261  1.00411  1.02135  1.08642  0.976012  0.92396  0.961572  1.12368  0.998546  0.924182  0.930148  0.860452  0.914778  1.02302  1.04052  0.931554  0.93685  0.910424  1.01318  1.11458  1.02535  0.975197  0.994306  1.02884  1.07597  0.974585  0.938617  0.927957  0.924189  0.979103  0.989461  1.04832  1.00591  0.999597  0.949909  0.89388  0.971883  0.989387  0.947954  0.977794  0.988591  0.969059  0.955465  0.960435  0.995657  1.01359  1.01934  0.993359  1.05745  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.125112  0.892182  1.2347  0.999033  1.03633  1.22236  1.16864  1.14048  0.983624  0.903469  0.866949  0.734353  0.688308  0.864677  0.959843  0.95523  1.42268  1.15896  1.19946  1.19319  1.0235  1.04398  0.926848  0.907878  0.943519  0.868869  0.935822  0.937104  1.02302  1.06563  0.950361  1.12277  1.05157  1.01942  0.991905  1.01985  0.950437  1.00539  0.997153  1.00075  1.05492  0.97232  0.929964  0.935632  1.10128  0.995747  0.961505  0.959352  0.878998  0.928394  1.04695  1.02954  0.94217  0.933285  0.936976  1.02542  1.09968  1.01213  0.968831  0.99623  1.0299  1.06418  0.987242  0.920713  0.932517  0.924318  0.959851  0.969896  1.03559  1.01234  0.98688  0.947665  0.9053  0.969252  0.996625  0.973262  0.975315  0.976348  0.960136  0.975273  0.96751  1.00282  1.02673  1.00301  1.00022  1.05041  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.125692  0.919048  1.26826  1.04676  1.23313  1.23101  1.13618  1.13073  1.0072  0.872368  0.858019  0.773693  0.704267  0.912195  0.973191  0.95243  1.38326  1.12495  1.14722  1.17094  1.02165  1.06438  0.985096  0.932654  0.968258  0.881596  0.926983  0.926918  1.06228  1.07484  0.970232  1.09159  1.02818  1.01785  0.973053  1.03333  0.950007  0.995785  0.98544  0.979933  1.04422  0.97149  0.92672  0.919529  1.06479  0.982326  0.989264  0.983058  0.888978  0.947912  1.06224  1.03979  0.962088  0.948954  0.956163  1.01889  1.08319  0.990377  0.985959  0.989465  1.01302  1.03319  0.983766  0.938948  0.952544  0.920366  0.950809  0.953041  1.02505  1.00909  0.979373  0.958114  0.911471  0.977081  1.00075  0.978828  0.968145  0.973583  0.964508  0.957839  0.962026  1.01875  1.03447  1.00968  0.996845  1.03815  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.111726  0.873707  1.27487  1.2373  1.4172  1.31547  1.18127  1.10839  0.971647  0.864648  0.849812  0.754168  0.728552  0.955168  1.00504  0.92151  1.29882  1.07788  1.08362  1.19078  1.04251  1.09347  1.02755  0.936832  0.960906  0.895381  0.933049  0.952446  1.08735  1.07118  0.982625  1.06843  1.00158  1.01193  0.973536  1.05525  0.95324  0.975457  0.97358  0.959772  1.05248  0.974043  0.92111  0.915947  1.07118  0.980881  0.977304  0.977647  0.905085  0.954069  1.0672  1.03628  0.979808  0.976614  0.968502  0.987756  1.07432  0.998959  0.992215  0.980975  0.989372  1.03289  0.995051  0.930918  0.949177  0.940081  0.952198  0.963326  1.0105  1.00862  0.968862  0.954109  0.923565  0.981586  0.996404  0.973411  0.970066  0.951604  0.968616  0.958327  0.963024  1.01785  1.03333  1.01623  0.993593  1.02877  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.13299  0.945307  1.33778  1.35633  1.53456  1.35971  1.2433  1.10232  0.971497  0.84365  0.856883  0.75953  0.767408  0.914676  0.983479  0.870906  1.24814  1.07116  1.04436  1.23218  1.05002  1.09293  1.03899  0.947936  0.98126  0.912531  0.94622  0.940386  1.07833  1.10539  0.98496  1.03639  0.985984  1.03139  0.976533  1.04913  0.960373  1.01115  0.956419  0.946265  1.04025  0.985831  0.922393  0.919684  1.06414  0.982037  0.983579  0.961233  0.911858  0.962547  1.06445  1.02504  0.984419  0.977179  0.960053  0.980364  1.06544  1.00903  1.0063  0.986181  0.98496  1.02978  0.997318  0.93574  0.937847  0.949377  0.962047  0.96457  1.00117  1.00463  0.970582  0.956224  0.938164  0.986794  0.989358  0.954086  0.959691  0.943799  0.964169  0.964336  0.965273  1.02356  1.02509  1.02118  0.987546  1.01514  
