           10000     -4.3973e-01      0.0000e+00
           20000     -4.4481e-01      5.0794e-03
           30000     -4.4647e-01      3.3712e-03
           40000     -4.4593e-01      2.4439e-03
           50000     -4.4361e-01      2.9977e-03
           60000     -4.4258e-01      2.6547e-03
           70000     -4.4366e-01      2.4878e-03
           80000     -4.4356e-01      2.1568e-03
           90000     -4.4326e-01      1.9257e-03
          100000     -4.4253e-01      1.8701e-03
          110000     -4.4357e-01      1.9861e-03
          120000     -4.4321e-01      1.8486e-03
          130000     -4.4356e-01      1.7372e-03
          140000     -4.4316e-01      1.6573e-03
          150000     -4.4448e-01      2.0264e-03
          160000     -4.4460e-01      1.8998e-03
          170000     -4.4347e-01      2.1158e-03
          180000     -4.4405e-01      2.0789e-03
          190000     -4.4458e-01      2.0358e-03
          200000     -4.4332e-01      2.3042e-03
          210000     -4.4400e-01      2.2941e-03
          220000     -4.4427e-01      2.2038e-03
          230000     -4.4408e-01      2.1143e-03
          240000     -4.4326e-01      2.1854e-03
          250000     -4.4236e-01      2.2789e-03
          260000     -4.4262e-01      2.2043e-03
          270000     -4.4250e-01      2.1243e-03
          280000     -4.4188e-01      2.1387e-03
          290000     -4.4223e-01      2.0922e-03
          300000     -4.4188e-01      2.0514e-03
          310000     -4.4209e-01      1.9957e-03
          320000     -4.4204e-01      1.9331e-03
          330000     -4.4182e-01      1.8868e-03
          340000     -4.4157e-01      1.8472e-03
          350000     -4.4181e-01      1.8096e-03
          360000     -4.4172e-01      1.7608e-03
          370000     -4.4172e-01      1.7126e-03
          380000     -4.4188e-01      1.6746e-03
          390000     -4.4198e-01      1.6340e-03
          400000     -4.4209e-01      1.5961e-03
          410000     -4.4169e-01      1.6063e-03
          420000     -4.4186e-01      1.5762e-03
          430000     -4.4167e-01      1.5503e-03
          440000     -4.4193e-01      1.5377e-03
          450000     -4.4191e-01      1.5033e-03
          460000     -4.4192e-01      1.4703e-03
          470000     -4.4244e-01      1.5284e-03
          480000     -4.4266e-01      1.5123e-03
          490000     -4.4264e-01      1.4812e-03
          500000     -4.4252e-01      1.4561e-03
          510000     -4.4253e-01      1.4273e-03
          520000     -4.4278e-01      1.4223e-03
          530000     -4.4290e-01      1.4002e-03
          540000     -4.4297e-01      1.3759e-03
          550000     -4.4310e-01      1.3562e-03
          560000     -4.4293e-01      1.3420e-03
          570000     -4.4291e-01      1.3185e-03
          580000     -4.4273e-01      1.3077e-03
          590000     -4.4297e-01      1.3073e-03
          600000     -4.4282e-01      1.2935e-03
          610000     -4.4275e-01      1.2744e-03
          620000     -4.4258e-01      1.2643e-03
          630000     -4.4284e-01      1.2700e-03
          640000     -4.4284e-01      1.2500e-03
          650000     -4.4269e-01      1.2401e-03
          660000     -4.4288e-01      1.2355e-03
          670000     -4.4303e-01      1.2271e-03
          680000     -4.4295e-01      1.2116e-03
          690000     -4.4317e-01      1.2144e-03
          700000     -4.4321e-01      1.1974e-03
          710000     -4.4315e-01      1.1820e-03
          720000     -4.4321e-01      1.1673e-03
          730000     -4.4333e-01      1.1574e-03
          740000     -4.4357e-01      1.1664e-03
          750000     -4.4362e-01      1.1516e-03
          760000     -4.4365e-01      1.1367e-03
          770000     -4.4378e-01      1.1301e-03
          780000     -4.4385e-01      1.1177e-03
          790000     -4.4385e-01      1.1035e-03
          800000     -4.4377e-01      1.0927e-03
          810000     -4.4372e-01      1.0804e-03
          820000     -4.4356e-01      1.0781e-03
          830000     -4.4366e-01      1.0696e-03
          840000     -4.4374e-01      1.0598e-03
          850000     -4.4388e-01      1.0561e-03
          860000     -4.4419e-01      1.0912e-03
          870000     -4.4413e-01      1.0803e-03
          880000     -4.4405e-01      1.0716e-03
          890000     -4.4388e-01      1.0724e-03
          900000     -4.4380e-01      1.0637e-03
          910000     -4.4376e-01      1.0525e-03
          920000     -4.4374e-01      1.0413e-03
          930000     -4.4360e-01      1.0393e-03
          940000     -4.4350e-01      1.0327e-03
          950000     -4.4339e-01      1.0277e-03
          960000     -4.4333e-01      1.0190e-03
          970000     -4.4343e-01      1.0137e-03
          980000     -4.4356e-01      1.0108e-03
          990000     -4.4365e-01      1.0054e-03
         1000000     -4.4351e-01      1.0059e-03
