-4.92016 236.426
-4.93753 227.654
-4.9156 254.623
-4.94002 241.186
-4.98428 216.521
-4.9666 225.104
-4.86198 275.807
-4.82374 308.12
-4.83193 285.219
-4.69892 346.334
-4.81523 298.709
-4.94754 224.465
-4.96288 229.223
-4.94895 233.953
-5.04135 174.992
-4.94061 241.66
-4.88181 263.3
-4.95364 207.045
-4.93451 219.491
-5.04003 155.17
-4.98721 179.674
-5.0002 179.056
-4.98136 195.122
-4.9186 234.84
-4.92231 239.385
-4.97287 213.988
-4.9789 201.024
-4.91102 238.799
-4.89439 252.004
-4.97789 194.548
-4.89645 238.336
-4.99859 179.076
-5.00161 183.712
-5.05253 160.039
-5.08679 159.86
-5.04473 179.09
-5.07639 145.895
-5.08735 136.976
-4.93546 225.304
-4.90515 238.504
-4.94802 221.651
-4.98148 204.38
-5.032 176.004
-5.02709 179.91
-5.10605 131.093
-5.09657 128.643
-5.0563 151.664
-5.17098 82.3545
-4.98402 186.109
-4.98728 194.577
-4.89974 266.162
-4.82037 317.795
-4.90296 273.914
-4.88999 274.644
-4.82774 313.207
-4.828 318.437
-4.83423 314.629
-4.86917 288.35
-4.92301 254.174
-4.91439 273.047
-4.89144 276.939
-4.81728 321.004
-4.82995 316.25
-4.80602 330.997
-4.88288 283.977
-4.92327 250.48
-4.94564 251.288
-4.97756 236.956
-4.90869 278.488
-4.91041 290.8
-4.92815 275.357
-4.91101 300.124
-4.94544 269.151
-4.96884 257.211
-4.98081 235.345
-4.8705 298.973
-4.86894 290.014
-4.83323 284.908
-4.80682 316.775
-4.87725 278.459
-4.91393 264.509
-4.92526 260.924
-4.89969 288.823
-5.023 221.539
-5.06184 203.064
-5.10956 175.928
-5.05771 201.793
-5.11369 175.463
-5.12439 167.173
-5.08333 190.644
-4.99131 253.153
-4.96515 267.461
-4.98159 256.499
-4.98981 232.333
-4.99101 215.268
-4.96844 229.832
-4.91923 248.928
-5.00757 184.531
-5.09623 118.51
-5.02546 159.914
-4.92348 212.213
-4.98109 188.704
-4.94694 203.881
-5.01404 161.702
-4.99965 185.56
-5.12006 118.341
-5.11632 120.666
-5.02579 178.401
