-6.49353 943.008
-6.5392 920.724
-6.55669 914.916
-6.56942 908.123
-6.60791 884.758
-6.5865 892.548
-6.66606 853.419
-6.68454 843.923
-6.67463 843.804
-6.66381 854.965
-6.66309 854.041
-6.65135 859.965
-6.66494 852.471
-6.68397 842.695
-6.69357 837.808
-6.73511 814.854
-6.72674 818.677
-6.70575 833.602
-6.69525 838.895
-6.57262 900.97
-6.62426 871.275
-6.63402 870.63
-6.69985 834.798
-6.73871 810.735
-6.69034 837.363
-6.64367 862.298
-6.62272 872.196
-6.6022 883.384
-6.70398 828.951
-6.62165 878.599
-6.5897 898.131
-6.5734 900.627
-6.53637 926.562
-6.5613 911.018
-6.51849 933.289
-6.51608 935.673
-6.58129 900.29
-6.54394 918.633
-6.58592 896.244
-6.57473 902.917
-6.57166 905.002
-6.55586 911.527
-6.5544 913.359
-6.57957 900.648
-6.61929 879.632
-6.64174 866.903
-6.63126 875.3
-6.62825 874.933
-6.61097 885.256
-6.63589 870.384
-6.64445 867.176
-6.65704 859.388
-6.65788 857.571
-6.61826 881.273
-6.58814 895.004
-6.60653 884.875
-6.61695 877.055
-6.64239 863.984
-6.60533 884.079
-6.67693 843.625
-6.70944 828.429
-6.68255 846.409
-6.65682 860.276
-6.70118 836.409
-6.70945 831.286
-6.7615 802.365
-6.75733 805.318
-6.69676 836.149
-6.70768 829.206
-6.78244 792.183
-6.7115 831.058
-6.7057 833.098
-6.6626 853.159
-6.70408 832.209
-6.71027 828.015
-6.72904 820.708
-6.70017 838.095
-6.67462 850.494
-6.65644 862.806
-6.79034 787.629
-6.74933 810.556
-6.76598 800.979
-6.76378 801.6
-6.71491 827.511
-6.65609 857.02
-6.72068 822.017
-6.65982 853.058
-6.70371 828.525
-6.62462 870.302
-6.58658 893.287
-6.59402 888.944
-6.60226 885.853
-6.64075 864.903
-6.66358 853.686
-6.55942 912.031
-6.54262 922.295
-6.56247 911.001
-6.54943 916.268
-6.56827 908.439
-6.59075 896.222
-6.65127 865.389
-6.64482 870.061
-6.58242 903.489
-6.69689 842.285
-6.74665 810.67
-6.74211 814.328
-6.7664 801.075
-6.71481 830.796
-6.75251 810.238
-6.74848 815.621
-6.77327 798.518
-6.80745 779.867
-6.80787 778.264
-6.78874 790.375
-6.78928 792.215
-6.8104 779.369
-6.69337 839.549
-6.74182 816.606
-6.77105 803.222
-6.77714 797.21
-6.81249 779.215
-6.75673 803.853
-6.75987 801.731
-6.78384 789.424
-6.73416 813.869
-6.6959 833.455
-6.72527 819.246
-6.69036 836.595
-6.62413 872.879
-6.59979 886.948
-6.5907 889.51
-6.58165 897.447
-6.55745 912.231
-6.63688 869.946
-6.61095 881.801
-6.57933 898.556
-6.56954 904.693
-6.58561 896.404
-6.54891 917.422
-6.62785 875.741
-6.57625 899.875
-6.58176 893.928
-6.63505 868.537
-6.70231 833.569
-6.71478 825.857
-6.72942 817.456
-6.7491 806.774
-6.70308 833.638
-6.65243 862.544
-6.65944 861.682
-6.63053 877.141
-6.59107 897.124
-6.62024 882.605
-6.67631 849.278
-6.69388 841.292
-6.67979 847.707
-6.6716 851.34
-6.61516 880.71
-6.59607 892.268
-6.6121 882.439
