15.0817 0
14.9222 0.159498
14.9864 0.112237
15.0018 0.0808492
14.9575 0.0766924
14.9475 0.0634132
14.964 0.0560673
15.0162 0.0712787
14.981 0.0720471
14.9914 0.0652775
15.0142 0.0632925
15.0168 0.057837
15.0138 0.0532859
15.0477 0.0598199
15.0705 0.060194
15.0506 0.0597112
15.0293 0.0600244
15.038 0.0572553
15.0254 0.0555832
15.0322 0.0531584
15.0289 0.0506725
15.0193 0.0492561
15.025 0.0474092
15.0142 0.046643
15.0293 0.0471942
15.0213 0.0460365
15.0031 0.0478989
15.0066 0.0462924
15.0093 0.04475
15.006 0.0433622
15.0073 0.0419616
15.0077 0.0406311
14.998 0.0405657
15.0038 0.0397785
15.0022 0.0386588
15.0001 0.0376252
14.9966 0.0367645
15.0029 0.0363282
14.998 0.0357099
14.9895 0.035834
14.9865 0.0350779
14.9859 0.0342387
14.9857 0.0334335
14.9929 0.0334531
14.996 0.0328513
14.9961 0.0321292
14.9952 0.0314497
14.9966 0.0308165
14.996 0.0301862
14.9906 0.0300711
14.9874 0.0296465
14.9879 0.0290758
14.989 0.0285427
14.9895 0.0280132
14.9832 0.0282229
14.9835 0.0277161
14.9846 0.027249
14.9869 0.0268755
14.9928 0.0270662
14.9929 0.0266115
14.9897 0.0263757
14.989 0.0259557
14.9918 0.0257002
14.988 0.0255815
14.986 0.0252687
14.9921 0.0256264
14.9931 0.0252624
14.9938 0.0248973
14.9987 0.0250234
14.9997 0.0246812
14.9989 0.0243431
15.0011 0.0241005
14.9984 0.0239223
14.9943 0.0239382
14.9909 0.0238683
14.9906 0.0235542
14.9883 0.0233569
14.9893 0.0230769
14.99 0.0227929
14.9888 0.0225369
14.991 0.0223624
14.9953 0.0225031
14.9958 0.0222375
14.9937 0.0220762
14.9924 0.0218522
14.9916 0.0216112
14.9925 0.0213818
14.9925 0.0211374
14.9907 0.0209788
14.9917 0.0207679
14.9949 0.0207785
14.9962 0.0205971
14.9939 0.0205031
14.9932 0.0202954
14.9933 0.0200807
14.9903 0.020092
14.9931 0.0200802
14.9929 0.0198748
14.9894 0.0199967
14.9852 0.0202323

