15.013 0
15.0392 0.0261638
14.9494 0.0910202
14.9548 0.0645878
14.9082 0.0683878
14.9049 0.0559391
14.941 0.059522
14.9485 0.0520816
14.9185 0.0548241
14.895 0.0543867
14.8892 0.0495409
14.9085 0.0491955
14.9123 0.0454115
14.9403 0.050524
14.9288 0.0484289
14.9514 0.0506367
14.9525 0.0475761
14.9573 0.0451126
14.9496 0.0433631
14.9459 0.0413006
14.9484 0.0393611
14.9451 0.0376674
14.9424 0.0360992
14.9367 0.035014
14.9484 0.0355353
14.9594 0.035884
14.9678 0.0355287
14.9787 0.035927
14.9808 0.0347331
14.9763 0.0338649
14.9659 0.0343504
14.9649 0.0332734
14.959 0.0327894
14.9639 0.0321749
14.9524 0.0332726
14.9544 0.0323981
14.9584 0.0317626
14.9634 0.0313159
14.9634 0.0305024
14.9572 0.0303766
14.9572 0.0296264
14.9604 0.0290872
14.9643 0.0286762
14.9621 0.0281071
14.9614 0.0274838
14.9658 0.0272402
14.9759 0.028523
14.9712 0.0283217
14.975 0.0279946
14.9671 0.0285356
14.9712 0.0282693
14.9705 0.0277301
14.9699 0.0272083
14.9684 0.0267436
14.9682 0.0262533
14.9638 0.0261612
14.9687 0.0261641
14.9642 0.0261
14.9612 0.0258272
14.9559 0.0259491
14.9602 0.0258941
14.9594 0.0254863
14.9652 0.0257331
14.9622 0.0254989
14.9639 0.0251581
14.9586 0.025327
14.9617 0.0251331
14.9613 0.0247638
14.9614 0.0244025
14.9611 0.0240532
14.9645 0.0239549
14.9653 0.0236326
14.9695 0.0236794
14.9694 0.0233572
14.9733 0.0233681
14.9728 0.0230652
14.9732 0.0227685
14.9751 0.0225559
14.9772 0.0223595
14.9785 0.0221171
14.9791 0.0218527
14.9765 0.0217427
14.9777 0.0215114
14.9772 0.0212596
14.9757 0.0210595
14.9763 0.0208224
14.9763 0.0205817
14.975 0.0203911
14.9772 0.0202777
14.9756 0.0201129
14.9759 0.0198934
14.9783 0.019817
14.9802 0.0196921
14.98 0.0194825
14.9793 0.0192872
14.9769 0.019232
14.971 0.0199237
14.9727 0.0197857
14.9737 0.0196111
14.9741 0.0194185

